Row Labels,Category,Product,Segment
Aliqui,Rural,Aliqui RP-57-0,Productivity
Aliqui,Rural,Aliqui RP-58-0,Productivity
Aliqui,Rural,Aliqui RP-59-0,Productivity
Aliqui,Rural,Aliqui RP-60-0,Productivity
Aliqui,Rural,Aliqui RP-61-0,Productivity
Aliqui,Rural,Aliqui RP-62-0,Productivity
Aliqui,Rural,Aliqui RP-63-0,Productivity
Aliqui,Rural,Aliqui RP-64-0,Productivity
Aliqui,Rural,Aliqui RS-01-0,Select
Aliqui,Rural,Aliqui RS-02-0,Select
Aliqui,Rural,Aliqui RS-03-0,Select
Aliqui,Rural,Aliqui RS-04-0,Select
Aliqui,Rural,Aliqui RS-05-0,Select
Aliqui,Rural,Aliqui RS-06-0,Select
Aliqui,Rural,Aliqui RS-07-0,Select
Aliqui,Rural,Aliqui RS-08-0,Select
Aliqui,Rural,Aliqui RS-09-0,Select
Aliqui,Rural,Aliqui RS-10-0,Select
Aliqui,Rural,Aliqui RS-11-0,Select
Aliqui,Rural,Aliqui RS-12-0,Select
Aliqui,Rural,Aliqui RS-13-0,Select
Aliqui,Rural,Aliqui RS-14-0,Select
Aliqui,Rural,Aliqui RS-15-0,Select
Aliqui,Rural,Aliqui RS-16-0,Select
Aliqui,Rural,Aliqui RS-17-0,Select
Aliqui,Rural,Aliqui RS-18-0,Select
Aliqui,Urban,Aliqui UC-01-0,Convenience
Aliqui,Urban,Aliqui UC-02-0,Convenience
Aliqui,Urban,Aliqui UC-03-0,Convenience
Aliqui,Urban,Aliqui UC-04-0,Convenience
Aliqui,Urban,Aliqui UC-05-0,Convenience
Aliqui,Urban,Aliqui UC-06-0,Convenience
Aliqui,Urban,Aliqui UC-07-0,Convenience
Aliqui,Urban,Aliqui UC-08-0,Convenience
Aliqui,Urban,Aliqui UC-09-0,Convenience
Aliqui,Urban,Aliqui UC-10-0,Convenience
Aliqui,Urban,Aliqui UC-11-0,Convenience
Aliqui,Urban,Aliqui UC-12-0,Convenience
Aliqui,Urban,Aliqui UC-13-0,Convenience
Aliqui,Urban,Aliqui UC-14-0,Convenience
Aliqui,Urban,Aliqui UC-15-0,Convenience
Aliqui,Urban,Aliqui UC-16-0,Convenience
Aliqui,Urban,Aliqui UC-17-0,Convenience
Aliqui,Urban,Aliqui UC-18-0,Convenience
Aliqui,Urban,Aliqui UC-19-0,Convenience
Aliqui,Urban,Aliqui UC-20-0,Convenience
Aliqui,Urban,Aliqui UC-21-0,Convenience
Aliqui,Urban,Aliqui UC-22-0,Convenience
Aliqui,Urban,Aliqui UC-23-0,Convenience
Aliqui,Urban,Aliqui UC-24-0,Convenience
Aliqui,Urban,Aliqui UC-25-0,Convenience
Aliqui,Urban,Aliqui UC-26-0,Convenience
Aliqui,Urban,Aliqui UC-27-0,Convenience
Aliqui,Urban,Aliqui UC-28-0,Convenience
Aliqui,Urban,Aliqui UC-29-0,Convenience
Aliqui,Urban,Aliqui UC-30-0,Convenience
Aliqui,Urban,Aliqui UC-31-0,Convenience
Aliqui,Urban,Aliqui UC-32-0,Convenience
Aliqui,Urban,Aliqui UC-33-0,Convenience
Aliqui,Urban,Aliqui UC-34-0,Convenience
Aliqui,Urban,Aliqui UC-35-0,Convenience
Aliqui,Urban,Aliqui UC-36-0,Convenience
Aliqui,Urban,Aliqui UC-37-0,Convenience
Aliqui,Urban,Aliqui UC-38-0,Convenience
Aliqui,Urban,Aliqui UC-39-0,Convenience
Aliqui,Urban,Aliqui UE-01-0,Extreme
Aliqui,Urban,Aliqui UE-02-0,Extreme
Aliqui,Urban,Aliqui UE-03-0,Extreme
Aliqui,Urban,Aliqui UE-04-0,Extreme
Aliqui,Urban,Aliqui UE-05-0,Extreme
Aliqui,Urban,Aliqui UE-06-0,Extreme
Aliqui,Urban,Aliqui UE-07-0,Extreme
Aliqui,Urban,Aliqui UE-08-0,Extreme
Aliqui,Urban,Aliqui UE-09-0,Extreme
Aliqui,Urban,Aliqui UE-10-0,Extreme
Aliqui,Urban,Aliqui UE-11-0,Extreme
Aliqui,Urban,Aliqui UE-12-0,Extreme
Aliqui,Urban,Aliqui UE-13-0,Extreme
Aliqui,Urban,Aliqui UE-14-0,Extreme
Aliqui,Urban,Aliqui UE-15-0,Extreme
Aliqui,Urban,Aliqui UE-16-0,Extreme
Aliqui,Urban,Aliqui UE-17-0,Extreme
Aliqui,Urban,Aliqui UE-18-0,Extreme
Aliqui,Urban,Aliqui UE-19-0,Extreme
Aliqui,Urban,Aliqui UE-20-0,Extreme
Aliqui,Urban,Aliqui UE-21-0,Extreme
Aliqui,Urban,Aliqui UE-22-0,Extreme
Aliqui,Urban,Aliqui UE-23-0,Extreme
Aliqui,Urban,Aliqui UE-24-0,Extreme
Aliqui,Urban,Aliqui UE-25-0,Extreme
Aliqui,Urban,Aliqui UE-26-0,Extreme
Aliqui,Urban,Aliqui UM-01-0,Moderation
Aliqui,Urban,Aliqui UM-02-0,Moderation
Aliqui,Urban,Aliqui UM-03-0,Moderation
Aliqui,Urban,Aliqui UM-04-0,Moderation
Aliqui,Urban,Aliqui UM-05-0,Moderation
Aliqui,Urban,Aliqui UM-06-0,Moderation
Aliqui,Urban,Aliqui UM-07-0,Moderation
Aliqui,Urban,Aliqui UM-08-0,Moderation
Aliqui,Urban,Aliqui UM-09-0,Moderation
Aliqui,Urban,Aliqui UM-10-0,Moderation
Aliqui,Urban,Aliqui UM-11-0,Moderation
Aliqui,Urban,Aliqui UM-12-0,Moderation
Aliqui,Urban,Aliqui UR-01-0,Regular
Aliqui,Urban,Aliqui UR-02-0,Regular
Aliqui,Urban,Aliqui UR-03-0,Regular
Aliqui,Urban,Aliqui UR-04-0,Regular
Aliqui,Urban,Aliqui UR-05-0,Regular
Aliqui,Urban,Aliqui UR-06-0,Regular
Aliqui,Urban,Aliqui UR-07-0,Regular
Aliqui,Urban,Aliqui UR-08-0,Regular
Aliqui,Urban,Aliqui UR-09-0,Regular
Aliqui,Urban,Aliqui UR-10-0,Regular
Aliqui,Urban,Aliqui UR-11-0,Regular
Aliqui,Urban,Aliqui UR-12-0,Regular
Aliqui,Urban,Aliqui UR-13-0,Regular
Aliqui,Urban,Aliqui UR-14-0,Regular
Aliqui,Urban,Aliqui UR-15-0,Regular
Aliqui,Urban,Aliqui UR-16-0,Regular
Aliqui,Urban,Aliqui UR-17-0,Regular
Aliqui,Urban,Aliqui UR-18-0,Regular
Aliqui,Urban,Aliqui UR-19-0,Regular
Aliqui,Urban,Aliqui UR-20-0,Regular
Aliqui,Urban,Aliqui UR-21-0,Regular
Aliqui,Urban,Aliqui UR-22-0,Regular
Aliqui,Urban,Aliqui UR-23-0,Regular
Aliqui,Urban,Aliqui UR-24-0,Regular
Aliqui,Urban,Aliqui UR-25-0,Regular
Aliqui,Urban,Aliqui UR-26-0,Regular
Aliqui,Urban,Aliqui UR-27-0,Regular
Aliqui,Urban,Aliqui UR-28-0,Regular
Aliqui,Urban,Aliqui UR-29-0,Regular
Aliqui,Youth,Aliqui YY-01-0,Youth
Aliqui,Youth,Aliqui YY-02-0,Youth
Aliqui,Youth,Aliqui YY-03-0,Youth
Aliqui,Youth,Aliqui YY-04-0,Youth
Aliqui,Youth,Aliqui YY-05-0,Youth
Aliqui,Youth,Aliqui YY-06-0,Youth
Aliqui,Youth,Aliqui YY-07-0,Youth
Aliqui,Youth,Aliqui YY-08-0,Youth
Aliqui,Youth,Aliqui YY-09-0,Youth
Aliqui,Youth,Aliqui YY-10-0,Youth
Aliqui,Youth,Aliqui YY-11-0,Youth
Aliqui,Youth,Aliqui YY-12-0,Youth
Aliqui,Youth,Aliqui YY-13-0,Youth
Aliqui,Youth,Aliqui YY-14-0,Youth
Aliqui,Youth,Aliqui YY-15-0,Youth
Aliqui,Youth,Aliqui YY-16-0,Youth
Aliqui,Youth,Aliqui YY-17-0,Youth
Aliqui,Youth,Aliqui YY-18-0,Youth
Aliqui,Youth,Aliqui YY-19-0,Youth
Aliqui,Youth,Aliqui YY-20-0,Youth
Aliqui,Youth,Aliqui YY-21-0,Youth
Barba,Urban,Barba UM-01-0,Moderation
Barba,Urban,Barba UM-02-0,Moderation
Barba,Urban,Barba UM-03-0,Moderation
Barba,Urban,Barba UM-04-0,Moderation
Barba,Urban,Barba UM-05-0,Moderation
Barba,Urban,Barba UM-06-0,Moderation
Barba,Urban,Barba UM-07-0,Moderation
Barba,Urban,Barba UM-08-0,Moderation
Barba,Urban,Barba UM-09-0,Moderation
Barba,Urban,Barba UM-10-0,Moderation
Barba,Urban,Barba UM-11-0,Moderation
Barba,Urban,Barba UM-12-0,Moderation
Currus,Mix,Currus MA-01-0,All Season
Currus,Mix,Currus MA-02-0,All Season
Currus,Mix,Currus MA-03-0,All Season
Currus,Mix,Currus MA-04-0,All Season
Currus,Mix,Currus MA-05-0,All Season
Currus,Mix,Currus MA-06-0,All Season
Currus,Mix,Currus MA-07-0,All Season
Currus,Mix,Currus MA-08-0,All Season
Currus,Mix,Currus MA-09-0,All Season
Currus,Mix,Currus MA-10-0,All Season
Currus,Mix,Currus MA-11-0,All Season
Currus,Mix,Currus MA-12-0,All Season
Currus,Mix,Currus MA-13-0,All Season
Currus,Mix,Currus MA-14-0,All Season
Currus,Mix,Currus MA-15-0,All Season
Currus,Mix,Currus MA-16-0,All Season
Currus,Mix,Currus MA-17-0,All Season
Currus,Mix,Currus MA-18-0,All Season
Currus,Rural,Currus RP-01-0,Productivity
Currus,Rural,Currus RP-02-0,Productivity
Currus,Rural,Currus RP-03-0,Productivity
Currus,Rural,Currus RP-04-0,Productivity
Currus,Rural,Currus RP-05-0,Productivity
Currus,Rural,Currus RP-06-0,Productivity
Currus,Rural,Currus RP-07-0,Productivity
Currus,Rural,Currus RP-08-0,Productivity
Currus,Rural,Currus RP-09-0,Productivity
Currus,Rural,Currus RP-10-0,Productivity
Currus,Rural,Currus RP-11-0,Productivity
Currus,Rural,Currus RP-12-0,Productivity
Currus,Rural,Currus RP-13-0,Productivity
Currus,Rural,Currus RP-14-0,Productivity
Currus,Rural,Currus RP-15-0,Productivity
Currus,Rural,Currus RP-16-0,Productivity
Currus,Rural,Currus RP-17-0,Productivity
Currus,Rural,Currus RP-18-0,Productivity
Currus,Rural,Currus RP-19-0,Productivity
Currus,Rural,Currus RP-20-0,Productivity
Currus,Rural,Currus RP-21-0,Productivity
Currus,Rural,Currus RP-22-0,Productivity
Currus,Rural,Currus RP-23-0,Productivity
Currus,Rural,Currus RP-24-0,Productivity
Currus,Rural,Currus RP-25-0,Productivity
Currus,Rural,Currus RP-26-0,Productivity
Currus,Rural,Currus RP-27-0,Productivity
Currus,Rural,Currus RP-28-0,Productivity
Currus,Rural,Currus RP-29-0,Productivity
Currus,Rural,Currus RP-30-0,Productivity
Currus,Rural,Currus RP-31-0,Productivity
Currus,Rural,Currus RP-32-0,Productivity
Currus,Rural,Currus RP-33-0,Productivity
Currus,Rural,Currus RP-34-0,Productivity
Currus,Rural,Currus RP-35-0,Productivity
Currus,Rural,Currus RP-36-0,Productivity
Currus,Rural,Currus RP-37-0,Productivity
Currus,Rural,Currus RP-38-0,Productivity
Currus,Rural,Currus RP-39-0,Productivity
Currus,Rural,Currus RP-40-0,Productivity
Currus,Rural,Currus RP-41-0,Productivity
Currus,Rural,Currus RP-42-0,Productivity
Currus,Rural,Currus RP-43-0,Productivity
Currus,Rural,Currus RP-44-0,Productivity
Currus,Rural,Currus RP-45-0,Productivity
Currus,Rural,Currus RP-46-0,Productivity
Currus,Rural,Currus RP-47-0,Productivity
Currus,Rural,Currus RP-48-0,Productivity
Currus,Rural,Currus RP-49-0,Productivity
Currus,Rural,Currus RP-50-0,Productivity
Currus,Rural,Currus RP-51-0,Productivity
Currus,Rural,Currus RP-52-0,Productivity
Currus,Rural,Currus RP-53-0,Productivity
Currus,Rural,Currus RP-54-0,Productivity
Currus,Rural,Currus RP-55-0,Productivity
Currus,Rural,Currus RP-56-0,Productivity
Currus,Rural,Currus RS-01-0,Select
Currus,Rural,Currus RS-02-0,Select
Currus,Rural,Currus RS-03-0,Select
Currus,Rural,Currus RS-04-0,Select
Currus,Rural,Currus RS-05-0,Select
Currus,Rural,Currus RS-06-0,Select
Currus,Rural,Currus RS-07-0,Select
Currus,Rural,Currus RS-08-0,Select
Currus,Rural,Currus RS-09-0,Select
Currus,Rural,Currus RS-10-0,Select
Currus,Rural,Currus RS-11-0,Select
Currus,Rural,Currus RS-12-0,Select
Currus,Urban,Currus UC-01-0,Convenience
Currus,Urban,Currus UC-02-0,Convenience
Currus,Urban,Currus UC-03-0,Convenience
Currus,Urban,Currus UC-04-0,Convenience
Currus,Urban,Currus UC-05-0,Convenience
Currus,Urban,Currus UC-06-0,Convenience
Currus,Urban,Currus UC-07-0,Convenience
Currus,Urban,Currus UC-08-0,Convenience
Currus,Urban,Currus UC-09-0,Convenience
Currus,Urban,Currus UC-10-0,Convenience
Currus,Urban,Currus UC-11-0,Convenience
Currus,Urban,Currus UC-12-0,Convenience
Currus,Urban,Currus UC-13-0,Convenience
Currus,Urban,Currus UC-14-0,Convenience
Currus,Urban,Currus UC-15-0,Convenience
Currus,Urban,Currus UC-16-0,Convenience
Currus,Urban,Currus UC-17-0,Convenience
Currus,Urban,Currus UC-18-0,Convenience
Currus,Urban,Currus UC-19-0,Convenience
Currus,Urban,Currus UC-20-0,Convenience
Currus,Urban,Currus UC-21-0,Convenience
Currus,Urban,Currus UC-22-0,Convenience
Currus,Urban,Currus UC-23-0,Convenience
Currus,Urban,Currus UC-24-0,Convenience
Currus,Urban,Currus UC-25-0,Convenience
Currus,Urban,Currus UC-26-0,Convenience
Currus,Urban,Currus UC-27-0,Convenience
Currus,Urban,Currus UC-28-0,Convenience
Currus,Urban,Currus UC-29-0,Convenience
Currus,Urban,Currus UC-30-0,Convenience
Currus,Urban,Currus UC-31-0,Convenience
Currus,Urban,Currus UE-01-0,Extreme
Currus,Urban,Currus UE-02-0,Extreme
Currus,Urban,Currus UE-03-0,Extreme
Currus,Urban,Currus UE-04-0,Extreme
Currus,Urban,Currus UE-05-0,Extreme
Currus,Urban,Currus UE-06-0,Extreme
Currus,Urban,Currus UE-07-0,Extreme
Currus,Urban,Currus UE-08-0,Extreme
